transaction_id,amount,transaction_time,device_type,location,payment_method,merchant_category,transaction_frequency,account_age_days,avg_transaction_amount,failed_transactions_24h,is_international,device_change,is_fraud
28239,4449.35,6,desktop,semi-urban,Paytm Wallet,electronics,17,1966,2415.86,4,0,0,0
28240,1377.69,2,mobile,semi-urban,Credit Card,travel,48,2621,593.99,2,0,0,0
28241,6013.27,8,mobile,semi-urban,Paytm Wallet,electronics,27,975,442.89,9,0,1,0
28242,231.19,12,mobile,urban,Debit Card,travel,37,1935,2529.51,10,0,0,0
28243,1408.68,1,mobile,urban,UPI,entertainment,7,1194,8278.79,11,0,0,0
28244,1225.91,18,mobile,urban,Amazon Pay Wallet,entertainment,12,1290,1452.35,9,0,0,0
28245,14953.6,10,mobile,semi-urban,Paytm Wallet,entertainment,41,426,261.93,10,1,0,0
28246,12710.97,9,mobile,rural,Net Banking,food,48,141,509.52,3,0,0,0
28247,631.44,10,mobile,urban,Net Banking,grocery,7,1883,995.28,10,0,1,0
28248,2982.33,16,mobile,urban,Net Banking,entertainment,5,629,1693.62,1,0,0,0
28249,2300.51,16,mobile,urban,Amazon Pay Wallet,fashion,45,2345,2600.64,3,0,1,0
28250,503.03,2,mobile,rural,Credit Card,travel,20,1711,2191.67,2,0,0,0
28251,550.97,11,mobile,semi-urban,Debit Card,grocery,19,2775,4378.12,4,0,0,0
28252,13599.03,2,mobile,urban,Credit Card,electronics,12,722,6606.73,11,0,0,0
28253,1808.44,4,mobile,rural,Credit Card,electronics,22,2880,58.65,4,0,0,0
28254,403.34,5,mobile,urban,UPI,electronics,36,2633,2817.4,8,0,0,0
28255,725.41,19,mobile,semi-urban,Credit Card,travel,17,984,73.65,7,0,1,0
28256,937.35,9,mobile,urban,Paytm Wallet,grocery,42,1060,562.46,10,0,0,0
28257,2145.67,10,desktop,rural,UPI,entertainment,33,2436,2700.49,3,0,0,0
28258,1226.38,22,mobile,urban,UPI,electronics,4,804,1284,0,0,1,0
28259,1820.97,18,mobile,rural,UPI,food,25,2885,4758.48,1,0,0,0
28260,546.36,19,mobile,urban,Net Banking,travel,46,1451,4875.96,10,0,0,0
28261,1186.82,10,mobile,rural,Paytm Wallet,grocery,8,1979,1736.52,5,0,0,0
28262,218.73,20,desktop,urban,Amazon Pay Wallet,entertainment,31,1653,2465.86,11,0,0,0
28263,6613.93,7,mobile,rural,Net Banking,entertainment,34,1309,1627.25,8,0,0,0
28264,664.76,8,mobile,semi-urban,Credit Card,food,38,2072,1054.42,10,0,0,0
28265,4242.85,2,mobile,urban,Debit Card,electronics,38,1590,4827.65,8,0,0,0
28266,1290.28,0,desktop,urban,UPI,fashion,25,1348,716.67,10,0,0,0
28267,1929.63,1,tablet,urban,PhonePe Wallet,electronics,17,2552,1822.95,10,0,1,0
28268,1032.8,1,tablet,urban,Net Banking,food,31,2258,3728.42,8,0,0,0
28269,3576.54,2,mobile,urban,Amazon Pay Wallet,electronics,5,2546,2441.07,0,0,1,0
28270,5584.22,17,mobile,semi-urban,UPI,electronics,31,1635,2570.82,10,0,0,0
28271,1011.75,16,desktop,semi-urban,Credit Card,travel,23,1935,417.93,9,0,0,0
28272,832.08,11,tablet,semi-urban,Amazon Pay Wallet,entertainment,21,2576,3241.31,11,0,0,0
28273,3431.84,5,mobile,rural,PhonePe Wallet,travel,37,2625,1356.49,5,1,0,0
28274,651.31,6,desktop,rural,PhonePe Wallet,fashion,27,1119,955.57,11,0,0,0
28275,3063.62,16,mobile,rural,PhonePe Wallet,fashion,22,1248,6047.59,6,0,0,0
28276,297.57,8,mobile,urban,UPI,entertainment,24,2131,523.72,10,0,0,0
28277,2903.84,22,tablet,urban,PhonePe Wallet,food,26,1215,3713.17,5,0,0,0
28278,2160.98,11,tablet,rural,Credit Card,food,41,1603,3901.25,5,0,0,0
28279,362.8,13,mobile,rural,Net Banking,electronics,37,2659,1381.5,8,0,0,0
28280,3141.79,10,tablet,urban,UPI,electronics,17,771,1100.35,7,0,0,0
28281,1774.79,3,mobile,rural,Amazon Pay Wallet,entertainment,13,593,109.25,3,0,0,1
28282,734.31,18,desktop,semi-urban,Amazon Pay Wallet,grocery,8,2402,2799.76,11,0,0,0
28283,1308.01,5,mobile,semi-urban,PhonePe Wallet,fashion,45,2533,1518.09,6,0,0,1
28284,2032.42,18,mobile,semi-urban,Credit Card,entertainment,24,2635,2112.32,7,0,0,0
28285,288.06,15,mobile,rural,PhonePe Wallet,travel,40,1514,242.07,9,0,0,0
28286,9482.49,15,mobile,urban,Paytm Wallet,fashion,36,2961,1033.86,4,0,0,0
28287,3285.91,3,desktop,rural,Debit Card,food,36,1309,2345.33,4,0,0,0
28288,324.54,4,desktop,rural,Paytm Wallet,fashion,44,111,1667.04,10,0,0,0
28289,5192.48,9,mobile,urban,Amazon Pay Wallet,fashion,37,2822,1218.54,9,0,0,0
28290,1168.28,4,mobile,rural,Amazon Pay Wallet,electronics,16,2655,1474.41,2,0,0,0
28291,2724.96,8,desktop,urban,Debit Card,food,28,1363,1283.26,7,0,1,0
28292,973.63,17,mobile,semi-urban,Credit Card,entertainment,16,568,613.02,7,0,0,0
28293,3966.08,22,desktop,semi-urban,Paytm Wallet,electronics,6,2748,2151.5,2,0,0,0
28294,3851.31,22,mobile,urban,Paytm Wallet,food,38,426,3026.73,0,1,1,0
28295,2409.18,5,mobile,urban,Paytm Wallet,travel,21,750,2021.55,6,0,0,0
28296,826.97,13,mobile,rural,Net Banking,travel,4,613,52.21,3,0,0,0
28297,877.9,19,tablet,semi-urban,Paytm Wallet,travel,42,2839,1265.74,3,0,0,0
28298,1447.99,22,tablet,urban,Credit Card,grocery,29,299,2031.17,11,1,0,0
28299,470,15,mobile,rural,UPI,electronics,18,2451,393.57,2,0,0,0
28300,1235.91,2,mobile,urban,Paytm Wallet,fashion,36,2367,469.48,5,0,0,0
28301,3459.41,0,mobile,urban,PhonePe Wallet,travel,2,2841,2943.98,6,0,0,0
28302,5330.82,5,mobile,urban,UPI,food,22,2297,830.81,2,0,1,0
28303,1213.02,0,mobile,rural,UPI,travel,43,1205,959.1,10,0,0,0
28304,798.12,5,tablet,urban,Debit Card,food,30,2469,2360.03,2,0,1,0
28305,5362.87,20,mobile,urban,Debit Card,fashion,30,1947,2786.3,3,0,0,0
28306,6641.09,4,desktop,rural,Amazon Pay Wallet,fashion,47,1286,1103.03,9,1,0,0
28307,1583.01,11,mobile,urban,UPI,entertainment,19,2399,1623.55,2,0,0,0
28308,81.82,5,mobile,semi-urban,PhonePe Wallet,grocery,21,495,2613.14,11,0,0,0
28309,3561.95,7,mobile,semi-urban,Debit Card,food,44,2229,2558.17,10,1,0,0
28310,4597.89,18,mobile,rural,Credit Card,food,28,2106,1225.01,0,1,0,0
28311,54.57,4,desktop,urban,Net Banking,fashion,15,1094,664.38,10,0,0,0
28312,2711.83,14,desktop,urban,Net Banking,grocery,19,2970,732.33,10,0,0,0
28313,2662.88,13,mobile,urban,Credit Card,grocery,15,2933,3470.42,5,0,0,0
28314,1427.86,15,mobile,semi-urban,Amazon Pay Wallet,entertainment,5,99,312.25,1,0,0,0
28315,4156.09,5,mobile,semi-urban,Debit Card,entertainment,25,1035,588.03,1,0,0,0
28316,1676.79,16,tablet,semi-urban,Credit Card,grocery,1,154,7168.38,3,0,0,0
28317,3388.23,16,mobile,semi-urban,Net Banking,food,40,1914,2549.05,9,0,0,0
28318,2183.94,15,mobile,urban,PhonePe Wallet,electronics,34,834,2001.87,1,0,0,0
28319,856.91,0,mobile,urban,Debit Card,electronics,17,2699,47.28,6,0,0,0
28320,2798.03,17,mobile,urban,PhonePe Wallet,grocery,8,2740,1650.07,3,0,0,0
28321,4005.76,3,mobile,urban,PhonePe Wallet,entertainment,30,2016,2577.64,3,0,0,0
28322,10938.11,21,mobile,urban,Debit Card,travel,6,868,1487.22,6,0,0,0
28323,1434.63,2,desktop,urban,Credit Card,fashion,42,2149,691.78,11,0,0,0
28324,199.93,2,mobile,semi-urban,Net Banking,food,40,1126,5070.84,8,0,0,0
28325,13261.36,12,tablet,urban,UPI,fashion,12,1124,1430.29,3,0,0,0
28326,2932.96,19,desktop,urban,Paytm Wallet,fashion,48,285,141.06,8,0,1,0
28327,8781.44,3,mobile,urban,PhonePe Wallet,electronics,32,576,2499.59,3,1,0,1
28328,328.87,10,mobile,urban,PhonePe Wallet,fashion,19,2180,331.52,0,0,0,0
28329,1255.81,20,mobile,urban,Paytm Wallet,travel,36,288,536.97,4,0,0,0
28330,431.39,4,mobile,rural,Debit Card,food,44,2660,1935.51,7,0,0,0
28331,5414.72,1,mobile,semi-urban,Debit Card,electronics,16,1622,2889.02,8,0,0,0
28332,6369.37,5,mobile,urban,UPI,entertainment,32,593,2099.17,5,0,0,1
28333,2087.32,4,mobile,rural,Credit Card,travel,48,2446,118.62,6,0,0,0
28334,619.62,0,mobile,semi-urban,Paytm Wallet,grocery,38,2128,6337.49,11,0,0,0
28335,407.87,22,desktop,rural,Net Banking,grocery,30,1619,6621.37,4,0,0,0
28336,2661.39,22,mobile,semi-urban,Net Banking,electronics,45,222,288.07,7,0,0,0
28337,2117.95,10,mobile,rural,PhonePe Wallet,entertainment,45,128,4439.2,10,0,0,0
28338,3560.26,5,mobile,urban,Amazon Pay Wallet,entertainment,37,1719,3771.94,7,0,0,0
28339,1092.43,16,mobile,rural,Amazon Pay Wallet,food,46,664,1172.41,0,0,0,0
28340,1544.34,10,mobile,rural,Debit Card,fashion,7,2946,1160.98,5,0,0,0
28341,64.78,6,desktop,urban,Amazon Pay Wallet,food,22,775,678.6,2,0,0,0
28342,2825.93,15,mobile,urban,Paytm Wallet,grocery,4,2852,4461.57,10,0,0,0
28343,1650.49,19,mobile,urban,Credit Card,entertainment,5,2919,285.46,7,0,0,0
28344,7568.37,4,mobile,rural,PhonePe Wallet,grocery,10,1034,1124.52,9,0,0,0
28345,3079.88,6,desktop,rural,Debit Card,entertainment,22,663,453.17,0,0,0,0
28346,1525.96,2,tablet,urban,Paytm Wallet,food,29,1513,1668.88,2,0,1,0
28347,917.9,1,desktop,semi-urban,Debit Card,travel,42,263,1254.42,2,0,0,0
28348,7070.65,0,desktop,semi-urban,Paytm Wallet,travel,44,2144,3638.03,1,0,0,0
28349,49.2,7,mobile,urban,Net Banking,grocery,1,599,2082.85,6,0,0,0
28350,1187.64,23,desktop,semi-urban,Debit Card,electronics,46,2374,6830.9,3,0,0,0
28351,8620.84,6,mobile,rural,Net Banking,entertainment,10,614,2533.59,4,0,0,0
28352,3184.24,9,desktop,rural,Credit Card,entertainment,8,2688,10996.05,6,0,1,0
28353,2282.47,13,mobile,rural,Paytm Wallet,grocery,31,2121,856.62,7,0,0,0
28354,682.72,8,desktop,semi-urban,PhonePe Wallet,entertainment,13,779,133.66,11,1,0,0
28355,5376.02,10,mobile,rural,Debit Card,grocery,27,2370,766.78,0,0,0,0
28356,685.22,0,mobile,rural,Debit Card,fashion,36,1186,1468.73,3,0,0,0
28357,856.07,18,desktop,urban,Net Banking,travel,12,812,1931.25,1,0,0,0
28358,639.03,20,desktop,urban,Amazon Pay Wallet,fashion,43,315,2280.11,11,0,1,0
28359,516.46,13,mobile,rural,Credit Card,grocery,16,2946,2802.19,3,0,0,0
28360,9192.84,17,mobile,urban,Credit Card,fashion,22,2590,4525.58,6,0,0,0
28361,2764.15,22,mobile,urban,UPI,entertainment,22,1487,362.68,0,0,0,0
28362,3046.98,11,mobile,urban,Net Banking,fashion,6,2267,316.69,8,0,0,0
28363,9258.64,21,mobile,semi-urban,Credit Card,fashion,29,1322,2104.45,0,0,0,0
28364,786.34,9,tablet,rural,Amazon Pay Wallet,entertainment,12,2455,3601.57,2,0,0,0
28365,17.81,17,tablet,semi-urban,Amazon Pay Wallet,grocery,21,2583,83.19,8,0,0,0
28366,2740.51,23,mobile,urban,UPI,entertainment,16,1607,1690.01,10,0,0,0
28367,2126.88,2,tablet,urban,Paytm Wallet,food,38,220,794.94,4,0,0,0
28368,1948.25,3,mobile,rural,PhonePe Wallet,travel,40,1335,320.52,8,0,0,0
28369,191.63,20,mobile,urban,Credit Card,grocery,47,1195,217.42,9,0,0,0
28370,1817.8,21,mobile,semi-urban,PhonePe Wallet,entertainment,2,1376,3037.91,6,0,0,0
28371,1017.18,8,desktop,urban,Paytm Wallet,entertainment,18,382,1212.55,8,0,0,0
28372,962.95,11,mobile,urban,Paytm Wallet,travel,12,604,1363.34,4,0,0,0
28373,754.56,8,mobile,urban,Net Banking,food,19,2332,1346.23,7,0,0,0
28374,1212.78,8,tablet,rural,UPI,travel,19,556,2261.15,10,0,0,0
28375,1306.84,15,mobile,semi-urban,Amazon Pay Wallet,travel,14,699,795.1,11,0,0,0
28376,1107.87,23,mobile,rural,PhonePe Wallet,grocery,11,2627,391.67,8,0,0,0
28377,11554.58,4,desktop,rural,Net Banking,fashion,32,2432,283.25,0,0,0,0
28378,8097.17,4,desktop,rural,Paytm Wallet,electronics,11,2786,1669.87,6,0,0,0
28379,2563.54,13,tablet,urban,Amazon Pay Wallet,food,14,1056,5149.78,7,0,0,0
28380,11898.62,19,mobile,urban,PhonePe Wallet,food,4,1799,988.77,0,0,0,0
28381,14198.33,13,mobile,semi-urban,Credit Card,grocery,16,1408,634.2,5,0,0,1
28382,1319.89,14,mobile,semi-urban,Amazon Pay Wallet,electronics,15,1790,352.81,10,0,0,0
28383,1767.38,15,mobile,urban,Net Banking,food,38,2832,856.35,0,0,0,0
28384,9587.07,6,desktop,urban,Credit Card,entertainment,15,944,2295.47,2,0,0,0
28385,2814.28,10,mobile,urban,Net Banking,electronics,49,1087,284.39,10,0,0,0
28386,718.31,3,mobile,urban,UPI,travel,17,15,6575.43,4,0,0,1
28387,3507.56,4,mobile,urban,UPI,food,25,625,495.91,8,0,0,0
28388,691.06,13,desktop,urban,Amazon Pay Wallet,fashion,22,2373,335.47,6,0,1,0
28389,1243.63,8,mobile,semi-urban,Net Banking,fashion,20,268,2561.24,6,0,1,0
28390,774.6,22,desktop,urban,PhonePe Wallet,electronics,19,2370,462.47,7,0,1,0
28391,843.03,8,mobile,semi-urban,Net Banking,entertainment,48,1265,2434.07,6,0,1,0
28392,14,23,mobile,urban,Credit Card,fashion,34,1412,1902.57,3,0,0,0
28393,6378.56,10,mobile,semi-urban,Paytm Wallet,electronics,38,1787,954.65,9,0,0,0
28394,1052.89,18,mobile,urban,Net Banking,travel,25,212,1756.85,11,0,0,0
28395,271,18,mobile,semi-urban,Net Banking,fashion,15,1648,1217.11,8,0,0,0
28396,273.02,11,mobile,semi-urban,Paytm Wallet,food,49,683,1147.23,10,0,0,0
28397,2435.92,14,mobile,semi-urban,Amazon Pay Wallet,fashion,19,2180,3038.29,6,0,1,0
28398,14851.68,1,mobile,rural,Debit Card,electronics,49,237,1183.94,6,0,0,0
28399,470.04,11,desktop,semi-urban,UPI,fashion,36,2053,1058.5,10,0,0,0
28400,314.82,2,desktop,urban,Paytm Wallet,grocery,39,1907,1425.08,0,0,0,0
28401,1730.38,14,tablet,semi-urban,Debit Card,fashion,18,2776,4984.65,8,0,0,0
28402,2485.74,13,mobile,semi-urban,Net Banking,travel,48,1027,489,1,0,0,0
28403,1046.04,18,mobile,semi-urban,Debit Card,travel,9,357,302,2,0,0,0
28404,1080.85,2,mobile,urban,Debit Card,food,5,2182,282.95,10,0,0,0
28405,1657.43,14,mobile,rural,UPI,grocery,26,2744,543.86,10,0,0,0
28406,1131.27,10,mobile,semi-urban,UPI,entertainment,44,435,2821.72,2,0,0,0
28407,7407.04,21,mobile,rural,Amazon Pay Wallet,food,10,1981,82.71,5,0,0,0
28408,128.58,8,mobile,rural,Credit Card,electronics,18,2531,1769.98,9,0,1,0
28409,801.95,6,mobile,urban,Debit Card,electronics,29,2410,2734.11,10,0,1,0
28410,4959.43,6,desktop,urban,Credit Card,grocery,23,919,1054.51,3,0,0,0
28411,5386.55,6,desktop,urban,Credit Card,fashion,25,2528,5410.85,6,0,1,0
28412,354.85,16,mobile,rural,UPI,fashion,24,1347,340.15,4,0,0,0
28413,10921.81,3,tablet,urban,UPI,food,7,1531,1096.07,6,0,0,0
28414,3546.19,3,mobile,urban,Debit Card,entertainment,28,579,5747.86,9,0,0,0
28415,954.81,6,tablet,rural,PhonePe Wallet,grocery,35,1488,113.54,9,0,0,0
28416,1826.63,1,mobile,semi-urban,PhonePe Wallet,food,27,1806,840.51,7,0,0,0
28417,1057.79,21,mobile,semi-urban,Net Banking,entertainment,20,2928,2692.4,7,0,0,0
28418,487.64,4,mobile,urban,Credit Card,grocery,37,2344,1796.9,9,0,0,0
28419,1032.45,9,tablet,semi-urban,Net Banking,entertainment,7,994,180.54,1,0,0,0
28420,2603.16,17,mobile,semi-urban,PhonePe Wallet,electronics,40,1829,1141.08,2,0,0,0
28421,5245.58,13,desktop,rural,Debit Card,grocery,7,1690,2630.8,4,0,0,0
28422,1355.45,2,tablet,urban,Net Banking,electronics,15,1484,1408.13,5,0,0,0
28423,1282.68,2,desktop,urban,PhonePe Wallet,food,19,1702,5666.28,1,0,0,0
28424,1893.34,18,tablet,rural,Credit Card,food,26,764,34.16,5,0,0,0
28425,3103.16,20,mobile,rural,Debit Card,electronics,10,2243,2152.27,3,0,0,0
28426,4178.34,12,desktop,urban,Net Banking,travel,3,1371,148.21,9,0,0,0
28427,1187.14,6,mobile,urban,Credit Card,food,25,2977,454.57,2,0,0,0
28428,2648.22,5,mobile,semi-urban,UPI,electronics,46,2270,342.39,9,0,0,0
28429,1479.75,19,mobile,rural,Net Banking,electronics,29,2746,6053.67,8,0,0,0
28430,3780.57,12,mobile,urban,Debit Card,electronics,13,2515,920.67,8,0,0,0
28431,539.8,4,mobile,urban,Paytm Wallet,electronics,38,2902,420.52,10,0,0,0
28432,890.87,5,mobile,urban,PhonePe Wallet,fashion,10,423,1520.31,11,0,0,0
28433,1665.69,11,mobile,urban,Net Banking,travel,20,2102,3103.11,2,0,1,0
28434,6605.91,7,tablet,urban,PhonePe Wallet,fashion,27,2421,1619.91,7,0,0,0
28435,2555.2,17,tablet,semi-urban,Debit Card,fashion,44,1572,2227.31,2,0,0,0
28436,10091.37,23,mobile,rural,PhonePe Wallet,food,32,435,1560.47,2,0,0,0
28437,327.03,14,mobile,semi-urban,Paytm Wallet,grocery,3,2642,847.75,0,0,0,0
28438,1849.53,7,desktop,urban,Credit Card,fashion,3,2877,1522.85,7,0,1,0
28439,1629.42,12,mobile,urban,Amazon Pay Wallet,grocery,22,2149,6409.07,2,0,1,0
28440,2750.42,6,tablet,rural,UPI,entertainment,13,1456,4377.23,5,0,0,0
28441,5013.38,15,tablet,rural,Paytm Wallet,food,20,1153,397.7,6,0,0,0
28442,5525.02,19,mobile,semi-urban,Net Banking,grocery,22,2210,485.14,7,0,0,0
28443,3327.76,22,mobile,urban,Credit Card,food,25,141,745.39,4,0,0,0
28444,3077.78,4,mobile,semi-urban,Credit Card,grocery,21,2765,913.87,5,0,0,0
28445,8929.53,19,mobile,semi-urban,Debit Card,fashion,18,2928,3055.1,5,0,0,0
28446,1452,21,tablet,urban,Debit Card,food,22,404,2153.78,3,0,0,0
28447,5365.39,14,mobile,urban,Debit Card,electronics,43,2618,1008.47,0,0,0,0
28448,7634.11,21,mobile,semi-urban,Credit Card,fashion,12,2048,1923.03,5,0,1,1
28449,2029.1,22,mobile,semi-urban,Paytm Wallet,grocery,5,1295,2374.88,8,0,0,0
28450,3918.05,14,mobile,semi-urban,UPI,travel,16,1349,5196.02,6,0,0,0
28451,1419.72,0,mobile,urban,Net Banking,fashion,46,2333,84.44,10,0,0,0
28452,519.06,3,tablet,rural,UPI,travel,47,2032,5205.61,2,0,0,0
28453,2649.32,19,mobile,urban,UPI,grocery,28,303,1254.62,6,0,1,0
28454,656.23,20,tablet,rural,Amazon Pay Wallet,food,36,2780,447.57,3,0,1,0
28455,1835.25,20,mobile,semi-urban,UPI,food,4,522,552.37,8,0,1,0
28456,6187.86,3,mobile,semi-urban,Amazon Pay Wallet,grocery,17,2455,1734.09,0,0,0,0
28457,269.83,14,tablet,urban,Paytm Wallet,food,16,2047,2432.71,5,0,0,0
28458,92.7,2,tablet,semi-urban,Net Banking,food,2,1384,1147.45,11,0,0,0
28459,2797.85,5,mobile,rural,Net Banking,electronics,18,787,901.1,4,0,0,0
28460,1206.19,13,mobile,semi-urban,UPI,food,11,2055,372.48,9,0,1,0
28461,1623.53,1,desktop,urban,PhonePe Wallet,electronics,9,172,65.92,7,0,0,0
28462,1561.17,21,mobile,urban,PhonePe Wallet,travel,20,291,1223.93,3,0,0,0
28463,271.81,20,mobile,urban,PhonePe Wallet,electronics,20,2356,1441.92,1,1,0,0
28464,10.72,15,mobile,urban,Net Banking,food,9,331,1411.51,8,0,0,0
28465,6860.82,2,mobile,urban,Amazon Pay Wallet,food,36,352,2203.78,1,0,0,0
28466,736.93,19,mobile,urban,Paytm Wallet,fashion,4,1331,372.34,0,0,0,0
28467,1665.79,5,mobile,semi-urban,Net Banking,grocery,13,897,906.64,8,0,0,0
28468,10718.71,2,mobile,urban,Paytm Wallet,electronics,28,1734,1163.04,4,0,1,0
28469,5259.28,22,mobile,urban,Amazon Pay Wallet,entertainment,6,1484,4147.72,7,0,1,0
28470,342.63,14,desktop,rural,Debit Card,electronics,37,1803,0.83,2,0,0,0
28471,2131,4,mobile,semi-urban,Debit Card,food,25,2287,162.02,10,0,1,0
28472,3928.88,0,mobile,urban,PhonePe Wallet,entertainment,37,1247,553.87,6,0,0,0
28473,3595.89,16,mobile,urban,Credit Card,entertainment,24,1602,836.55,4,0,0,0
28474,4291.89,19,mobile,urban,Credit Card,grocery,13,2138,208.54,0,0,0,0
28475,1834.45,11,tablet,semi-urban,Net Banking,electronics,8,1089,619.14,8,0,0,0
28476,580.47,19,mobile,urban,UPI,food,30,1956,30.09,4,0,0,0
28477,1875.75,9,mobile,semi-urban,PhonePe Wallet,entertainment,39,917,3091.23,0,0,0,0
28478,3131.41,23,mobile,urban,Credit Card,grocery,12,2734,333.81,8,0,1,0
28479,2814.02,1,mobile,rural,UPI,food,29,2476,285.4,3,0,0,0
28480,219.4,22,mobile,semi-urban,Paytm Wallet,entertainment,39,1240,3366.56,4,0,0,0
28481,201.47,7,mobile,rural,UPI,electronics,42,2081,398.81,8,0,0,0
28482,10079.4,18,mobile,semi-urban,Credit Card,electronics,38,245,3738.46,4,0,0,0
28483,493.94,15,mobile,semi-urban,UPI,travel,37,1009,1343.18,10,0,0,0
28484,1046.39,18,mobile,rural,Paytm Wallet,electronics,46,2136,122.16,8,0,0,0
28485,4378.33,8,desktop,urban,Credit Card,electronics,22,2369,689.93,2,0,0,0
28486,1581.26,7,tablet,urban,UPI,grocery,39,743,5196.46,4,0,0,0
28487,600.72,16,tablet,urban,Debit Card,electronics,10,200,1828.82,11,0,0,0
28488,1889.01,14,desktop,urban,Net Banking,grocery,46,1361,7131.59,10,0,0,0
28489,2524.59,1,mobile,rural,PhonePe Wallet,electronics,44,2162,1500.05,1,0,0,0
28490,1808.64,3,desktop,urban,Credit Card,food,26,2831,332.54,7,0,0,0
28491,7537.92,5,desktop,rural,Paytm Wallet,grocery,7,46,4959.12,10,0,0,0
28492,1005.16,14,desktop,rural,PhonePe Wallet,food,3,1922,4718.02,8,0,0,0
28493,3248.21,12,mobile,urban,Paytm Wallet,travel,24,2226,2661.48,9,0,0,0
28494,357.35,2,mobile,urban,Paytm Wallet,food,23,1210,232.68,3,0,0,0
28495,1494.15,19,mobile,rural,Paytm Wallet,electronics,43,1129,145.12,3,0,0,0
28496,4052.7,15,desktop,urban,Credit Card,electronics,17,810,973.92,8,0,0,0
28497,763.97,13,mobile,semi-urban,Amazon Pay Wallet,food,26,1788,2564.42,1,0,0,0
28498,2673.12,3,mobile,urban,Credit Card,entertainment,38,1320,745.52,2,1,0,0
28499,499.71,9,desktop,semi-urban,Net Banking,grocery,48,1044,1183.28,7,0,0,0
28500,325.1,22,desktop,urban,Credit Card,food,44,2879,360.66,5,0,0,0
28501,2222.18,22,mobile,semi-urban,Amazon Pay Wallet,entertainment,5,2539,8928.96,4,0,0,0
28502,3371.89,22,mobile,semi-urban,PhonePe Wallet,food,6,1464,4863.4,0,0,0,0
28503,360.97,3,mobile,urban,Net Banking,entertainment,31,824,1604.56,3,0,0,0
28504,7494.93,11,mobile,urban,Credit Card,entertainment,47,2506,2296.46,11,0,0,0
28505,767.67,4,mobile,semi-urban,UPI,fashion,3,33,1216.64,5,0,0,0
28506,383.42,3,tablet,semi-urban,Debit Card,travel,32,2969,1252.01,11,0,0,0
28507,679.57,8,desktop,semi-urban,UPI,grocery,16,1242,6353.58,2,1,0,0
28508,557.44,19,mobile,rural,PhonePe Wallet,food,31,2186,2071.96,5,0,0,0
28509,285.16,0,mobile,semi-urban,UPI,fashion,4,2806,83.08,0,0,0,0
28510,4796.08,15,mobile,urban,PhonePe Wallet,grocery,35,2834,3983.3,6,0,0,0
28511,2052.79,7,mobile,urban,Net Banking,travel,28,1090,2775.89,5,0,1,0
28512,1475.62,12,mobile,semi-urban,UPI,grocery,18,330,1908.72,5,0,0,0
28513,9025.11,21,desktop,urban,Net Banking,fashion,7,2971,1731.06,7,0,0,0
28514,1390.91,17,mobile,urban,Amazon Pay Wallet,entertainment,47,877,678.48,4,0,0,0
28515,548.07,0,tablet,rural,Credit Card,grocery,9,164,128.1,3,0,1,0
28516,960.79,6,tablet,urban,Credit Card,food,29,2503,234.7,7,0,0,0
28517,819.23,13,mobile,urban,Debit Card,electronics,27,686,1023.98,5,0,0,0
28518,2071.9,7,mobile,semi-urban,PhonePe Wallet,entertainment,47,1925,3650.18,2,0,0,0
28519,1033.84,15,mobile,urban,Debit Card,fashion,19,2153,318.83,1,0,1,0
28520,2177.39,13,mobile,urban,PhonePe Wallet,entertainment,26,1319,765.29,4,0,0,0
28521,3319.57,9,mobile,urban,Paytm Wallet,food,8,85,1042.23,5,0,0,0
28522,4505.77,8,mobile,rural,Credit Card,grocery,14,862,3872.59,4,0,0,0
28523,3715.26,19,desktop,urban,Amazon Pay Wallet,travel,31,1804,2135.94,5,0,0,0
28524,690.47,6,desktop,rural,Amazon Pay Wallet,travel,9,1939,5408.26,8,0,1,0
28525,369.55,4,mobile,urban,PhonePe Wallet,entertainment,34,2106,174.76,7,0,0,0
28526,2345.61,13,desktop,urban,Credit Card,food,37,1277,431.36,2,0,0,0
28527,665.35,17,mobile,urban,Net Banking,fashion,10,2530,6202.4,2,0,0,0
28528,266.28,18,mobile,urban,Net Banking,electronics,45,1108,168.94,3,0,1,0
28529,2246.58,7,desktop,semi-urban,Paytm Wallet,food,25,2145,241.59,3,0,0,0
28530,1187.11,9,tablet,urban,Credit Card,entertainment,19,995,2554.66,2,0,0,0
28531,4233.59,10,desktop,urban,Credit Card,travel,1,2290,1163.15,7,0,0,0
28532,1131.47,4,mobile,rural,PhonePe Wallet,food,26,1690,871.5,3,0,1,0
28533,11549.56,14,mobile,urban,PhonePe Wallet,travel,3,1834,1583.87,2,0,0,0
28534,4262.95,2,mobile,urban,Amazon Pay Wallet,travel,18,597,1940.81,10,0,0,0
28535,178.27,23,tablet,urban,Credit Card,travel,19,2292,1636.67,3,0,0,0
28536,2133.16,22,tablet,urban,Net Banking,fashion,47,2106,3704.61,3,0,1,0
28537,2480.86,6,mobile,urban,PhonePe Wallet,grocery,32,2539,132.37,11,0,0,0
28538,3565.31,6,mobile,urban,Net Banking,grocery,15,656,2389.02,4,0,0,0
28539,2066.25,20,mobile,semi-urban,UPI,grocery,19,251,136.09,9,0,0,0
28540,1981.71,19,mobile,semi-urban,Debit Card,electronics,40,497,1685.57,11,0,0,0
28541,1376.31,21,mobile,urban,Debit Card,travel,13,2659,1560.28,9,0,0,0
