amount,payment_method,merchant_category,device_new,location_change,transaction_time,is_fraud
187651.55,Debit Card,Healthcare,1,1,Day,1
56785.28,UPI,Travel & Transport,1,0,Day,0
193947.07,UPI,Luxury Goods,0,0,Day,0
186903.2,UPI,Fuel,0,1,Day,0
36928.39,UPI,Education,0,1,Night,0
87969.66,NetBanking,Gaming,0,1,Day,1
199992.99,Credit Card,Fuel,0,1,Night,1
12073.42,UPI,Luxury Goods,0,0,Night,0
31917.93,Debit Card,Luxury Goods,0,1,Day,0
183873.73,Credit Card,Travel & Transport,0,1,Night,1
96533.06,NetBanking,Entertainment,1,1,Day,1
101123.01,Credit Card,Travel & Transport,1,0,Night,1
106746.6,NetBanking,Entertainment,1,1,Day,1
110349.46,Credit Card,Finance & Investments,1,0,Day,0
38871.03,UPI,Electronics,1,1,Day,1
18360.87,Debit Card,Fuel,0,1,Night,0
61289.95,Debit Card,Electronics,1,0,Day,1
72404.93,UPI,Finance & Investments,0,0,Day,0
190109.78,Credit Card,Grocery,0,1,Night,1
30471.78,Debit Card,Subscriptions,1,1,Night,1
58218.85,UPI,Subscriptions,0,1,Day,0
2667.85,UPI,Gaming,0,0,Night,0
160507.2,NetBanking,Food & Dining,0,0,Day,0
197959.85,Debit Card,Utilities & Bills,1,1,Day,1
157386.44,NetBanking,Travel & Transport,1,0,Night,1
79781.38,NetBanking,Travel & Transport,0,0,Night,0
168113.8,Credit Card,Food & Dining,0,1,Day,0
172630.41,UPI,Shopping,0,0,Night,0
131968.87,Credit Card,Fuel,1,1,Night,1
169256.57,Debit Card,Entertainment,0,0,Night,0
141556.01,NetBanking,Travel & Transport,1,0,Night,1
162616.19,NetBanking,Grocery,0,1,Night,1
113481.1,Credit Card,Entertainment,0,1,Night,1
137667.58,Credit Card,Luxury Goods,0,0,Day,0
3204.52,Debit Card,Healthcare,1,0,Night,0
81610.88,NetBanking,Finance & Investments,0,1,Night,1
80537.79,UPI,Healthcare,0,0,Day,0
140832.25,NetBanking,Electronics,1,0,Night,1
186396.66,Debit Card,Education,1,1,Day,1
85864.91,UPI,Entertainment,1,0,Night,1
30042.71,Credit Card,Fuel,0,0,Day,0
86231.08,NetBanking,Shopping,0,0,Day,0
177304.69,NetBanking,Gaming,0,0,Day,0
99471.78,Credit Card,Finance & Investments,0,1,Night,1
175172.96,UPI,Travel & Transport,0,0,Night,0
72992.91,Debit Card,Gaming,1,1,Night,1
108882.12,Credit Card,Shopping,0,1,Night,1
162659.04,NetBanking,Electronics,0,0,Day,0
79940.96,NetBanking,Education,0,0,Day,0
21430.11,NetBanking,Shopping,0,1,Night,0
40699.88,UPI,Travel & Transport,0,0,Night,0
160359.23,UPI,Grocery,1,0,Day,0
26739.84,Credit Card,Healthcare,0,1,Day,0
23487.19,Debit Card,Healthcare,1,1,Day,0
25289.67,NetBanking,Electronics,1,1,Day,1
197100.61,Credit Card,Travel & Transport,1,0,Night,1
66257.09,Debit Card,Travel & Transport,1,1,Night,1
115297.41,UPI,Shopping,1,0,Night,1
109144.29,UPI,Shopping,1,0,Night,1
157296.73,Debit Card,Education,0,1,Night,1
179866.69,Credit Card,Grocery,1,0,Night,1
53706.24,Credit Card,Food & Dining,0,1,Day,0
35969.26,UPI,Luxury Goods,0,1,Night,1
49206.95,Credit Card,Healthcare,1,1,Night,1
35078.02,Credit Card,Utilities & Bills,0,0,Night,0
70242.55,Credit Card,Gaming,0,0,Night,1
166741.72,UPI,Utilities & Bills,0,0,Night,0
115805.3,Credit Card,Healthcare,1,1,Night,1
105539.01,UPI,Fuel,1,1,Night,1
78050.75,NetBanking,Finance & Investments,1,1,Night,1
168749.47,Credit Card,Food & Dining,1,1,Day,1
46683.91,NetBanking,Entertainment,1,0,Day,0
77479.24,NetBanking,Fuel,1,0,Day,0
51728.09,Credit Card,Travel & Transport,0,1,Night,1
68563.37,Credit Card,Finance & Investments,1,1,Day,1
36468.53,NetBanking,Electronics,1,0,Night,1
168771.38,NetBanking,Food & Dining,1,1,Night,1
109474.76,UPI,Utilities & Bills,1,1,Night,1
190559.89,Credit Card,Subscriptions,1,0,Night,1
154301.9,Credit Card,Subscriptions,1,0,Day,0
10047.69,Credit Card,Fuel,0,1,Day,0
98234.22,Debit Card,Travel & Transport,0,1,Day,0
122443.83,UPI,Fuel,0,1,Night,1
185073.84,UPI,Grocery,1,0,Day,0
102808.47,UPI,Subscriptions,0,0,Day,0
102333.43,Debit Card,Gaming,0,1,Night,1
80394.5,Debit Card,Healthcare,1,1,Day,1
5906.25,UPI,Electronics,0,0,Night,0
157809.29,UPI,Luxury Goods,0,1,Night,1
149300.08,Debit Card,Gaming,0,0,Day,0
11819.76,NetBanking,Gaming,0,0,Night,0
93490.48,Credit Card,Food & Dining,1,1,Day,1
118466.66,UPI,Shopping,1,1,Day,1
75111.27,NetBanking,Grocery,1,1,Day,1
101835.78,NetBanking,Entertainment,1,0,Day,0
57858.33,UPI,Travel & Transport,0,0,Day,0
191906.87,NetBanking,Finance & Investments,0,0,Night,0
106688.95,UPI,Finance & Investments,1,1,Night,1
562.14,NetBanking,Healthcare,0,1,Day,0
128879.58,Debit Card,Travel & Transport,1,1,Day,1
21740.87,NetBanking,Education,0,0,Day,0
29674.5,UPI,Shopping,1,0,Night,0
177958.8,Credit Card,Healthcare,1,1,Day,1
189778.96,UPI,Education,0,1,Night,1
155550.92,Debit Card,Food & Dining,1,0,Night,1
142585.6,Credit Card,Luxury Goods,1,1,Day,1
87536.89,Debit Card,Education,0,0,Night,0
179762.82,Credit Card,Fuel,0,1,Night,1
22873.51,Debit Card,Utilities & Bills,1,0,Night,0
87165.43,Debit Card,Electronics,0,0,Day,0
51304.29,Debit Card,Healthcare,1,1,Night,1
176943.37,Debit Card,Food & Dining,1,1,Night,1
161272.49,UPI,Food & Dining,0,0,Day,0
115485.21,UPI,Gaming,1,1,Night,1
122762.05,Credit Card,Entertainment,0,1,Day,0
161447.54,UPI,Shopping,1,1,Night,1
170541.18,NetBanking,Electronics,1,1,Night,1
842.55,UPI,Luxury Goods,0,0,Night,0
16438.24,UPI,Travel & Transport,0,1,Night,0
144739.66,UPI,Shopping,0,0,Day,0
148252.81,UPI,Education,1,0,Night,1
44725.51,UPI,Subscriptions,0,1,Day,0
103738.28,NetBanking,Food & Dining,0,0,Day,0
9581.71,Credit Card,Grocery,0,1,Night,0
145490.9,NetBanking,Education,1,1,Day,1
196562.88,UPI,Electronics,0,0,Day,0
63312.62,UPI,Electronics,1,1,Night,1
114884.61,Debit Card,Healthcare,0,0,Night,0
38314.26,Debit Card,Education,0,0,Day,0
98705.72,NetBanking,Grocery,0,0,Night,0
96243.78,NetBanking,Grocery,1,0,Day,0
96897.81,UPI,Entertainment,1,0,Night,1
49312.74,UPI,Luxury Goods,0,1,Day,0
16101.44,UPI,Gaming,1,0,Day,0
19381.37,Debit Card,Gaming,0,0,Night,0
186979.93,NetBanking,Utilities & Bills,0,0,Night,0
195398.5,UPI,Grocery,1,1,Day,1
81182.87,Credit Card,Finance & Investments,0,0,Night,0
107095.28,Credit Card,Fuel,1,1,Day,1
21390.97,Credit Card,Subscriptions,1,1,Day,0
7515.95,NetBanking,Luxury Goods,1,0,Day,0
109778.07,Credit Card,Finance & Investments,1,1,Day,1
115739.84,NetBanking,Shopping,0,0,Night,0
1670.34,Credit Card,Shopping,1,0,Day,0
54525.32,NetBanking,Fuel,0,0,Night,0
167468.94,NetBanking,Finance & Investments,0,1,Day,0
79625.4,Credit Card,Finance & Investments,1,0,Night,1
154096.01,UPI,Electronics,0,1,Night,1
190949.5,UPI,Finance & Investments,1,0,Night,1
37904.81,NetBanking,Healthcare,0,0,Day,0
25146.47,Credit Card,Education,1,1,Day,0
74529.31,UPI,Shopping,0,0,Day,0
160717.25,NetBanking,Grocery,1,0,Night,1
84377.03,Debit Card,Shopping,0,0,Day,0
108083.39,Debit Card,Healthcare,0,1,Day,0
10422.39,Credit Card,Utilities & Bills,1,0,Day,0
105504.16,Debit Card,Food & Dining,0,0,Day,0
191462.44,UPI,Luxury Goods,0,1,Day,1
135172.11,UPI,Healthcare,1,0,Day,0
42946.94,Credit Card,Shopping,1,0,Day,0
83727.26,Credit Card,Electronics,0,0,Day,0
192458.2,NetBanking,Grocery,1,0,Day,0
142669.24,UPI,Food & Dining,0,1,Night,1
75952.24,NetBanking,Subscriptions,1,1,Day,1
139330.41,Debit Card,Entertainment,1,1,Night,1
123769.25,Debit Card,Food & Dining,0,0,Night,0
102908.63,Debit Card,Subscriptions,0,0,Night,0
29742.79,UPI,Electronics,0,1,Night,1
10648.52,Debit Card,Grocery,1,1,Day,0
36549.78,Debit Card,Gaming,1,0,Night,1
2425.38,Credit Card,Finance & Investments,0,0,Day,0
41707.16,UPI,Food & Dining,0,1,Night,0
178455.59,Debit Card,Utilities & Bills,1,1,Night,1
82146.04,NetBanking,Electronics,0,0,Night,1
22380.31,Credit Card,Education,0,0,Day,0
54996.8,Debit Card,Shopping,1,1,Night,1
37242.52,NetBanking,Grocery,1,0,Day,0
4818.42,UPI,Shopping,0,1,Day,0
95276.61,Credit Card,Healthcare,1,1,Night,1
117877.32,Credit Card,Food & Dining,1,0,Night,1
73516.92,Credit Card,Shopping,1,1,Day,1
111041.43,UPI,Electronics,1,1,Day,1
334.66,Debit Card,Utilities & Bills,0,0,Day,0
128233.29,Debit Card,Healthcare,1,0,Night,1
60838.09,UPI,Finance & Investments,0,1,Night,1
8570.86,Credit Card,Entertainment,0,0,Day,0
60188.27,NetBanking,Gaming,1,1,Day,1
103385.76,NetBanking,Education,0,1,Day,0
95411.71,UPI,Gaming,0,1,Day,1
21666.02,Debit Card,Travel & Transport,1,0,Night,0
56279.84,UPI,Utilities & Bills,0,1,Day,0
46573.94,Credit Card,Luxury Goods,1,1,Day,1
178911.38,UPI,Grocery,1,0,Day,0
189578.52,Credit Card,Shopping,0,0,Day,0
9014.0,NetBanking,Gaming,0,1,Day,0
156983.23,NetBanking,Fuel,0,0,Day,0
88224.92,UPI,Travel & Transport,0,0,Night,0
33902.6,NetBanking,Gaming,1,0,Night,1
89032.65,NetBanking,Electronics,1,0,Day,1
167828.1,Credit Card,Electronics,0,1,Day,1
152069.63,NetBanking,Entertainment,1,1,Night,1
162428.18,Credit Card,Fuel,0,0,Day,0
184021.15,UPI,Healthcare,0,1,Day,0
80555.11,Credit Card,Subscriptions,1,0,Night,1
83292.81,Debit Card,Travel & Transport,0,0,Night,0
141076.33,UPI,Electronics,0,1,Day,1
111643.07,UPI,Travel & Transport,0,1,Night,1
145114.91,UPI,Electronics,0,1,Night,1
79618.77,UPI,Utilities & Bills,0,1,Night,1
172245.78,UPI,Finance & Investments,0,1,Night,1
91636.09,NetBanking,Healthcare,0,1,Night,1
169506.31,Credit Card,Luxury Goods,0,0,Day,0
126714.81,NetBanking,Gaming,0,1,Day,1
110258.07,Credit Card,Grocery,0,1,Night,1
152002.22,UPI,Subscriptions,0,0,Night,0
101611.86,NetBanking,Fuel,0,0,Night,0
5603.38,NetBanking,Utilities & Bills,1,1,Night,1
38880.14,Credit Card,Gaming,1,0,Day,0
141622.6,NetBanking,Shopping,0,1,Day,0
187396.66,Credit Card,Education,0,0,Day,0
164152.06,UPI,Electronics,0,0,Night,1
79247.93,Debit Card,Utilities & Bills,0,1,Night,1
187998.82,Credit Card,Grocery,1,0,Day,0
181184.75,NetBanking,Fuel,0,1,Night,1
190458.07,UPI,Shopping,0,1,Night,1
125329.01,UPI,Subscriptions,1,0,Night,1
156691.01,NetBanking,Finance & Investments,1,0,Day,0
76433.61,UPI,Fuel,1,0,Night,1
32577.29,NetBanking,Travel & Transport,0,0,Day,0
44020.5,NetBanking,Entertainment,0,0,Day,0
123367.87,UPI,Fuel,0,0,Day,0
139821.9,UPI,Subscriptions,0,1,Day,0
69113.34,UPI,Electronics,0,1,Day,1
58094.45,UPI,Grocery,0,0,Night,0
5428.19,Credit Card,Utilities & Bills,0,0,Day,0
130142.38,Credit Card,Healthcare,0,0,Night,0
2695.91,Debit Card,Healthcare,0,1,Night,0
108228.6,NetBanking,Utilities & Bills,0,1,Night,1
141287.33,Credit Card,Education,0,0,Day,0
159086.46,Credit Card,Entertainment,1,1,Night,1
123134.32,NetBanking,Fuel,0,0,Night,0
96450.28,NetBanking,Grocery,0,0,Day,0
189546.41,Credit Card,Fuel,1,1,Night,1
176809.48,NetBanking,Education,1,1,Night,1
116619.53,NetBanking,Healthcare,1,1,Day,1
7119.46,NetBanking,Luxury Goods,0,0,Night,0
175596.16,Debit Card,Utilities & Bills,1,1,Night,1
127799.92,UPI,Shopping,1,0,Night,1
150405.96,NetBanking,Shopping,1,0,Day,0
19700.24,NetBanking,Healthcare,0,1,Night,0
136053.04,Credit Card,Utilities & Bills,1,0,Night,1
92052.59,Credit Card,Finance & Investments,0,0,Night,0
17754.23,UPI,Entertainment,1,0,Night,0
131312.84,NetBanking,Luxury Goods,1,1,Night,1
131949.0,NetBanking,Entertainment,1,0,Night,1
149351.15,NetBanking,Gaming,1,1,Night,1
131658.19,Credit Card,Gaming,1,0,Day,1
153787.89,Credit Card,Electronics,1,0,Day,1
164031.07,NetBanking,Healthcare,0,0,Night,0
58132.87,Credit Card,Subscriptions,0,1,Day,0
82857.15,NetBanking,Grocery,1,0,Night,1
161165.68,Debit Card,Shopping,0,0,Day,0
50535.07,Credit Card,Utilities & Bills,0,1,Night,1
88310.43,NetBanking,Utilities & Bills,1,0,Day,0
157615.39,Credit Card,Healthcare,0,1,Night,1
39027.5,UPI,Luxury Goods,1,1,Day,1
83235.76,Credit Card,Education,0,0,Night,0
35951.81,Debit Card,Grocery,0,1,Night,0
102556.88,Credit Card,Entertainment,0,0,Night,0
193296.35,Credit Card,Fuel,1,0,Day,0
70747.56,Debit Card,Travel & Transport,1,1,Day,1
119992.33,NetBanking,Finance & Investments,0,0,Night,0
10182.25,Debit Card,Utilities & Bills,1,1,Night,1
76315.12,UPI,Healthcare,0,1,Day,0
117476.36,UPI,Entertainment,0,0,Day,0
146826.22,UPI,Travel & Transport,1,0,Night,1
93940.05,Debit Card,Travel & Transport,1,0,Day,0
57976.86,UPI,Travel & Transport,1,1,Day,1
183402.12,NetBanking,Entertainment,1,0,Day,0
194683.88,UPI,Utilities & Bills,0,1,Night,1
172695.95,Debit Card,Fuel,1,1,Night,1
40248.77,Credit Card,Education,1,0,Day,0
11281.54,NetBanking,Shopping,0,1,Day,0
189288.98,UPI,Fuel,0,1,Night,1
136942.89,NetBanking,Grocery,1,0,Day,0
90590.75,Debit Card,Travel & Transport,1,1,Night,1
157890.81,Credit Card,Electronics,1,0,Day,1
69583.79,Credit Card,Shopping,1,0,Night,1
153129.93,Debit Card,Finance & Investments,1,0,Day,0
112094.97,Debit Card,Utilities & Bills,0,1,Night,1
79446.54,Debit Card,Utilities & Bills,1,1,Day,1
196795.51,UPI,Gaming,0,1,Night,1
168074.41,NetBanking,Food & Dining,0,1,Day,0
71442.83,Debit Card,Entertainment,1,1,Day,1
161055.32,Debit Card,Food & Dining,0,0,Night,0
138129.21,Credit Card,Luxury Goods,0,1,Day,1
13079.97,Credit Card,Electronics,1,0,Night,1
134475.71,Debit Card,Education,1,1,Night,1
31351.74,NetBanking,Utilities & Bills,1,1,Day,0
85600.52,Credit Card,Finance & Investments,1,1,Day,1
109839.72,NetBanking,Food & Dining,0,0,Night,0
97283.15,UPI,Gaming,0,0,Night,1
187905.51,UPI,Electronics,0,0,Day,0
70319.15,UPI,Gaming,1,1,Day,1
56359.9,UPI,Gaming,1,1,Day,1
9829.19,Credit Card,Fuel,1,0,Night,0
109173.49,NetBanking,Grocery,1,1,Day,1
1682.04,Debit Card,Healthcare,0,0,Night,0
190672.02,NetBanking,Travel & Transport,1,1,Night,1
32495.55,Credit Card,Education,1,1,Day,0
70948.73,Credit Card,Fuel,1,1,Night,1
176599.19,UPI,Entertainment,0,0,Day,0
122100.38,Credit Card,Education,1,0,Day,0
196621.93,Debit Card,Entertainment,1,0,Night,1
53722.78,Credit Card,Education,1,0,Day,0
8074.89,NetBanking,Fuel,0,0,Night,0
82931.37,NetBanking,Entertainment,1,0,Night,1
142263.06,Debit Card,Entertainment,0,0,Day,0
130312.64,Credit Card,Gaming,0,1,Day,1
93331.12,Debit Card,Finance & Investments,1,0,Night,1
76724.75,Credit Card,Luxury Goods,1,1,Night,1
36306.11,NetBanking,Food & Dining,0,0,Day,0
111864.16,Debit Card,Subscriptions,1,0,Day,0
177024.52,Credit Card,Education,0,0,Day,0
14120.25,NetBanking,Utilities & Bills,0,1,Night,0
139359.16,Credit Card,Grocery,0,1,Day,0
34878.88,NetBanking,Luxury Goods,0,1,Night,1
149817.78,NetBanking,Healthcare,0,1,Night,1
111848.62,UPI,Food & Dining,1,1,Night,1
130792.81,UPI,Education,0,1,Day,0
101025.43,UPI,Finance & Investments,0,1,Day,0
25025.22,Debit Card,Entertainment,0,1,Day,0
154246.77,UPI,Entertainment,0,1,Night,1
8709.82,Debit Card,Subscriptions,1,1,Night,1
27420.42,Debit Card,Subscriptions,1,1,Day,0
147810.93,Debit Card,Travel & Transport,1,0,Night,1
44173.24,Debit Card,Luxury Goods,1,0,Day,0
181327.99,Credit Card,Fuel,0,0,Night,0
93051.42,NetBanking,Shopping,1,1,Day,1
122630.61,UPI,Food & Dining,0,0,Night,0
196772.65,Debit Card,Education,1,0,Night,1
185361.09,NetBanking,Healthcare,1,0,Day,0
21214.91,UPI,Luxury Goods,1,0,Day,0
14218.05,UPI,Grocery,1,1,Day,0
175228.79,UPI,Luxury Goods,1,1,Day,1
121401.95,Debit Card,Education,0,1,Day,0
80481.85,UPI,Subscriptions,0,1,Night,1
99688.49,NetBanking,Entertainment,0,0,Day,0
112917.63,NetBanking,Education,0,1,Day,0
42560.45,Debit Card,Luxury Goods,1,1,Night,1
149518.02,Debit Card,Finance & Investments,1,1,Day,1
142142.02,Debit Card,Entertainment,0,1,Day,0
166834.27,NetBanking,Utilities & Bills,0,1,Night,1
148670.42,NetBanking,Utilities & Bills,1,1,Day,1
30893.31,Credit Card,Grocery,0,0,Night,0
68507.33,Credit Card,Healthcare,1,0,Day,0
103357.73,Credit Card,Electronics,0,1,Day,1
188675.66,NetBanking,Education,0,1,Night,1
191888.85,Credit Card,Gaming,0,0,Day,0
164459.07,NetBanking,Healthcare,1,1,Day,1
160085.36,NetBanking,Electronics,1,0,Day,1
94283.81,NetBanking,Entertainment,1,0,Night,1
177558.38,UPI,Entertainment,1,1,Day,1
77999.92,UPI,Food & Dining,1,0,Night,1
146473.36,UPI,Subscriptions,1,0,Night,1
5677.82,Debit Card,Electronics,0,0,Night,0
72898.75,Credit Card,Utilities & Bills,0,0,Night,0
110926.79,Credit Card,Subscriptions,0,0,Day,0
177916.37,Credit Card,Entertainment,1,0,Day,0
173865.05,Debit Card,Entertainment,1,0,Day,0
104859.23,UPI,Travel & Transport,0,1,Day,0
103294.84,Credit Card,Shopping,1,1,Night,1
6423.72,NetBanking,Healthcare,0,1,Day,0
170635.8,Debit Card,Healthcare,0,0,Day,0
127267.57,UPI,Entertainment,0,0,Night,0
53054.6,UPI,Entertainment,0,1,Day,0
61490.95,Debit Card,Shopping,0,0,Day,0
155348.38,Debit Card,Gaming,1,0,Day,1
83212.91,NetBanking,Food & Dining,0,0,Day,0
1154.88,Credit Card,Grocery,1,0,Night,0
3920.57,Credit Card,Finance & Investments,1,0,Day,0
198655.98,Debit Card,Food & Dining,1,0,Night,1
165642.58,Debit Card,Grocery,1,1,Day,1
81965.26,UPI,Utilities & Bills,0,1,Night,1
162477.4,Debit Card,Electronics,1,0,Day,1
99512.4,UPI,Travel & Transport,1,1,Night,1
61020.97,Credit Card,Fuel,0,1,Night,1
56778.28,UPI,Food & Dining,0,0,Day,0
199432.33,UPI,Subscriptions,1,0,Day,0
152655.85,Credit Card,Gaming,1,1,Day,1
111292.47,Debit Card,Luxury Goods,0,0,Night,1
2297.16,UPI,Luxury Goods,1,1,Day,1
177513.2,NetBanking,Electronics,1,0,Day,1
76597.49,Credit Card,Shopping,0,1,Night,1
38551.36,Debit Card,Travel & Transport,0,1,Day,0
95566.97,NetBanking,Shopping,1,0,Night,1
57993.73,NetBanking,Grocery,1,0,Day,0
65980.42,Credit Card,Fuel,1,0,Day,0
28232.51,Credit Card,Gaming,1,1,Day,1
66044.63,Debit Card,Electronics,0,0,Day,0
112064.03,UPI,Utilities & Bills,0,0,Day,0
25356.98,UPI,Finance & Investments,1,1,Night,1
18231.04,Credit Card,Shopping,1,0,Day,0
122362.13,Credit Card,Entertainment,1,1,Night,1
101430.18,Debit Card,Travel & Transport,1,0,Day,0
103418.69,Debit Card,Electronics,0,0,Night,1
74977.81,NetBanking,Luxury Goods,0,1,Day,1
196852.19,UPI,Grocery,0,0,Day,0
80978.26,Credit Card,Luxury Goods,0,1,Night,1
131901.04,UPI,Education,1,1,Day,1
92698.53,NetBanking,Healthcare,1,1,Day,1
82432.49,Credit Card,Subscriptions,1,0,Day,0
127787.86,NetBanking,Gaming,0,1,Day,1
31573.13,UPI,Gaming,0,1,Day,0
98353.99,Credit Card,Entertainment,1,0,Night,1
182996.59,Debit Card,Shopping,0,0,Night,0
31250.07,NetBanking,Finance & Investments,0,1,Night,0
97009.1,Credit Card,Grocery,0,1,Night,1
95401.9,NetBanking,Food & Dining,0,1,Day,0
101531.28,Credit Card,Fuel,1,1,Day,1
100607.1,Credit Card,Entertainment,0,1,Night,1
126249.63,Debit Card,Fuel,1,1,Night,1
125293.39,NetBanking,Finance & Investments,1,1,Night,1
30366.18,Credit Card,Shopping,1,1,Day,0
3952.78,NetBanking,Healthcare,1,1,Day,0
7626.29,UPI,Utilities & Bills,1,1,Day,0
143068.32,Credit Card,Entertainment,0,0,Night,0
152737.13,NetBanking,Shopping,0,1,Night,1
57977.25,UPI,Luxury Goods,1,0,Day,1
194944.37,Credit Card,Grocery,0,0,Day,0
124292.17,Credit Card,Travel & Transport,0,1,Night,1
99353.4,NetBanking,Grocery,0,0,Night,0
179794.01,NetBanking,Utilities & Bills,0,1,Day,0
64413.6,NetBanking,Electronics,1,1,Day,1
28096.69,Debit Card,Fuel,1,0,Day,0
166012.51,NetBanking,Subscriptions,1,0,Day,0
123147.28,UPI,Travel & Transport,1,1,Day,1
8518.93,Debit Card,Gaming,1,1,Day,1
80008.5,Debit Card,Luxury Goods,1,0,Day,1
179592.74,NetBanking,Food & Dining,1,0,Day,0
177280.47,NetBanking,Healthcare,1,0,Night,1
70216.45,Credit Card,Gaming,0,1,Day,1
92391.21,Credit Card,Utilities & Bills,0,0,Day,0
151163.15,NetBanking,Healthcare,0,0,Day,0
136768.33,UPI,Finance & Investments,1,1,Night,1
103742.71,UPI,Gaming,0,1,Night,1
80635.91,Debit Card,Fuel,0,1,Day,0
179278.67,NetBanking,Subscriptions,0,0,Day,0
185300.04,Debit Card,Shopping,1,1,Night,1
108338.1,Credit Card,Shopping,1,1,Day,1
72364.06,UPI,Fuel,1,1,Night,1
103563.24,Debit Card,Grocery,1,0,Night,1
25707.03,Credit Card,Education,1,0,Day,0
76597.97,Debit Card,Subscriptions,0,0,Night,0
108084.97,Credit Card,Shopping,0,0,Day,0
59218.71,Debit Card,Shopping,1,1,Night,1
63880.5,UPI,Grocery,0,0,Day,0
50966.49,UPI,Grocery,0,1,Night,1
129256.09,NetBanking,Food & Dining,0,0,Day,0
102630.99,NetBanking,Food & Dining,0,1,Day,0
92825.92,NetBanking,Travel & Transport,1,0,Day,0
107699.19,UPI,Entertainment,0,0,Night,0
41703.09,UPI,Finance & Investments,1,1,Night,1
11928.2,UPI,Food & Dining,1,1,Day,0
9456.0,NetBanking,Utilities & Bills,0,0,Day,0
91998.65,UPI,Shopping,1,0,Day,0
25847.0,NetBanking,Healthcare,0,1,Night,0
64056.43,NetBanking,Gaming,0,1,Day,1
25525.45,NetBanking,Grocery,1,1,Day,0
162321.82,UPI,Gaming,0,0,Night,1
134570.84,Credit Card,Travel & Transport,0,0,Day,0
134386.69,NetBanking,Luxury Goods,0,1,Day,1
190432.08,Credit Card,Finance & Investments,0,1,Night,1
158791.42,NetBanking,Luxury Goods,1,1,Day,1
19304.26,UPI,Fuel,0,1,Day,0
176214.61,UPI,Education,1,1,Day,1
1663.88,NetBanking,Finance & Investments,1,1,Night,1
171459.36,Credit Card,Travel & Transport,1,1,Day,1
119958.34,NetBanking,Healthcare,0,1,Day,0
109074.48,Credit Card,Utilities & Bills,1,1,Night,1
140012.63,Credit Card,Education,1,0,Day,0
103750.54,Credit Card,Food & Dining,1,0,Day,0
111267.63,NetBanking,Education,0,0,Day,0
62937.89,Debit Card,Education,0,1,Day,0
87889.34,Credit Card,Education,0,1,Night,1
44049.86,NetBanking,Fuel,1,0,Night,0
21022.58,Credit Card,Shopping,0,1,Night,0
189139.81,UPI,Electronics,0,0,Night,1
74983.05,Credit Card,Electronics,1,1,Day,1
33416.76,Credit Card,Subscriptions,0,0,Day,0
149680.02,NetBanking,Subscriptions,1,1,Day,1
8229.47,Credit Card,Fuel,0,0,Day,0
169164.87,NetBanking,Grocery,0,0,Night,0
196517.33,Credit Card,Utilities & Bills,0,0,Night,0
49914.3,UPI,Education,0,1,Day,0
7001.98,UPI,Entertainment,0,0,Day,0
176284.94,UPI,Finance & Investments,0,0,Day,0
41500.45,Credit Card,Grocery,0,0,Day,0
73390.66,NetBanking,Utilities & Bills,0,1,Night,1
182318.75,Credit Card,Grocery,1,1,Night,1
15510.75,Credit Card,Travel & Transport,1,1,Day,0
29784.7,Debit Card,Electronics,1,1,Night,1
10846.72,Credit Card,Subscriptions,1,0,Day,0
156670.65,NetBanking,Electronics,0,0,Day,0
176275.58,NetBanking,Finance & Investments,0,1,Night,1
107801.46,UPI,Gaming,0,1,Night,1
150586.61,UPI,Food & Dining,1,1,Night,1
173621.32,Credit Card,Finance & Investments,1,1,Night,1
154416.59,Credit Card,Food & Dining,1,0,Night,1
107360.04,Credit Card,Utilities & Bills,0,0,Day,0
87835.04,UPI,Food & Dining,0,1,Night,1
5198.05,Credit Card,Shopping,0,0,Day,0
70786.39,NetBanking,Food & Dining,1,0,Day,0
18779.92,UPI,Electronics,1,1,Day,1
47132.25,UPI,Electronics,0,0,Night,0
65871.46,UPI,Travel & Transport,0,0,Night,0
114737.1,Debit Card,Healthcare,0,0,Night,0
123249.06,Debit Card,Grocery,1,1,Day,1
33339.94,Debit Card,Finance & Investments,0,1,Night,0
24889.36,Debit Card,Subscriptions,1,1,Day,0
38699.66,Credit Card,Utilities & Bills,1,0,Night,0
99805.81,Credit Card,Healthcare,1,1,Night,1
126519.28,UPI,Subscriptions,0,0,Day,0
5768.42,UPI,Subscriptions,1,1,Day,0
89603.7,UPI,Shopping,1,0,Night,1
31875.74,Debit Card,Electronics,1,1,Night,1
125094.83,UPI,Electronics,1,0,Day,1
11752.26,Credit Card,Electronics,0,0,Day,0
147934.89,NetBanking,Utilities & Bills,0,1,Day,0
169151.09,Debit Card,Shopping,0,0,Night,0
51807.95,Credit Card,Entertainment,0,0,Day,0
122792.17,Credit Card,Gaming,0,1,Night,1
173071.38,NetBanking,Luxury Goods,1,1,Night,1
190858.7,UPI,Healthcare,1,1,Day,1
198416.91,UPI,Fuel,0,0,Day,0
50252.16,Credit Card,Food & Dining,1,0,Day,0
171222.19,Debit Card,Grocery,0,1,Day,0
2291.14,Debit Card,Entertainment,0,1,Night,0
17256.15,Debit Card,Healthcare,1,0,Night,0
18966.82,NetBanking,Fuel,0,1,Day,0
54195.21,Credit Card,Gaming,0,0,Day,0
98402.88,Credit Card,Fuel,1,1,Night,1
85141.77,Credit Card,Finance & Investments,1,1,Day,1
177678.48,Debit Card,Entertainment,1,1,Day,1
61730.89,NetBanking,Subscriptions,1,1,Night,1
